name,lat,lon,alt,city,icao,iata
Allison Municipal Airport,42.76390076,-92.80439758,1053,Allison,K98,
Onida Municipal Airport,44.70080185,-100.1009979,1874,Onida,K98D,
Bamberg County Airport,33.30450058,-81.10839844,231,Bamberg,K99N,
Crawford Airport,38.70420074,-107.6439972,6470,Crawford,K99V,
Lumpkin County Wimpys Airport,34.57929993,-84.02069855,1311,Dahlonega,K9A0,
Covington Municipal Airport,33.63249969,-83.84960175,809,Covington,KCVC,
Lawrence County Airport,34.65940094,-87.34880066,588,Courtland,K9A4,
Barwick Lafayette Airport,34.68859863,-85.29039764,777,Lafayette,K9A5,
Evart Municipal Airport,43.89590073,-85.27919769,1018,Evart,K9C8,
Highmore Municipal Airport,44.54159927,-99.44619751,1854,Highmore,K9D0,
Gregory Municipal Flynn Field,43.22169876,-99.40329742,2168,Gregory,K9D1,
Harding County Airport,45.58060074,-103.5299988,2889,Buffalo,K9D2,
Deck Airport,40.35179901,-76.32959747,523,Myerstown,K9D4,
Cando Municipal Airport,48.47999954,-99.23590088,1481,Cando,K9D7,
Hastings Airport,42.66360092,-85.34629822,801,Hastings,K9D9,
Dublin Municipal Airport,32.06819916,-98.32530212,1495,Dublin,K9F0,
Hoven Municipal Airport,45.25759888,-99.79779816,1884,Hoven,K9F8,
Sycamore Strip,32.62850189,-97.35359955,760,Fort Worth,K9F9,
Prices Airport,42.80759811,-83.76989746,920,Linden,K9G2,
Akron Airport,43.02109909,-78.48249817,840,Akron,K9G3,
Ebensburg Airport,40.46120071,-78.77519989,2099,Ebensburg,K9G8,
Ellsworth Municipal Airport,38.75040054,-98.22930145,1615,Ellsworth,K9K7,
Kingman Airport Clyde Cessna Field,37.66899872,-98.12390137,1607,Kingman,K9K8,
Edwards Af Aux North Base Airport,34.99079895,-117.862999,2299,Edwards,K9L2,
Ackerman Choctaw County Airport,33.30350113,-89.22840118,552,Ackerman,K9M4,
Kelly Airport,32.8492012,-91.40390015,112,Oak Grove,K9M6,
Sheridan Municipal Airport,34.32839966,-92.35099792,232,Sheridan,K9M8,
Scobey Airport,48.80770111,-105.439003,2432,Scobey,K9S2,
Mineral County Airport,47.16830063,-114.8539963,2787,Superior,K9S4,
Three Forks Airport,45.87810135,-111.5690002,4089,Three Forks,K9S5,
Lexington Airport,45.45410156,-119.6900024,1634,Lexington,K9S9,
Turner Airport,48.85419846,-108.4089966,3049,Turner,K9U0,
Austin Airport,39.4679985,-117.1949997,5730,Austin,KTMT,ASQ
Dixon Airport,41.03829956,-107.4970016,6520,Dixon,K9U4,
Currant Ranch Airport,38.73600006,-115.4800034,5181,Currant,K9U7,
Modisett Airport,42.73749924,-102.4449997,3751,Rushville,K9V5,
Martin Municipal Airport,43.16559982,-101.7129974,3293,Martin,K9V6,
Eads Municipal Airport,38.47510147,-102.810997,4245,Eads,K9V7,
Chamberlain Municipal Airport,43.76610184,-99.32129669,1695,Chamberlain,K9V9,
Williams Airport,30.15340042,-95.3219986,122,Porter,K9X1,
Weydahl Field,47.39279938,-102.7710037,2256,Killdeer,K9Y1,
Vaiden Field,32.51240158,-87.38559723,225,Marion,KA08,
Eagle Airpark,34.88750076,-114.6159973,485,Bullhead City,KA09,
Sun Valley Airport,35.01250076,-114.5630035,725,Bullhead City,KA20,
California Pines Airport,41.41239929,-120.6839981,4398,Alturas,KA24,
Scott Valley Airport,41.55820084,-122.8550034,2728,Fort Jones,KA30,
Butte Valley Airport,41.8871994,-121.9759979,4243,Dorris,KA32,
Dayton Valley Airpark,39.23839951,-119.5550003,4414,Dayton/Carson City,KA34,
Ak-Chin Regional Airport,32.9908056,-111.9185278,1300,Maricopa,A39,
Colorado Springs East Airport,38.87440109,-104.4100037,6145,Ellicott,KA50,
Logan County Airport,40.15869904,-89.33499908,597,Lincoln,KAAA,
Apalachicola Regional Airport,29.72750092,-85.02749634,20,Apalachicola,KAAF,AAF
Colonel James Jabara Airport,37.74760056,-97.22109985,1421,Wichita,KAAO,
Andrau Airpark,29.72249985,-95.58830261,79,Houston,KAAP,AAP
Taylor County Airport,37.35829926,-85.30940247,921,Campbellsville,KAAS,
Alturas Municipal Airport,41.48300171,-120.5650024,4378,Alturas,KAAT,
Lehigh Valley International Airport,40.65209961,-75.44080353,393,Allentown,KABE,ABE
Abilene Regional Airport,32.41130066,-99.68190002,1791,Abilene,KABI,ABI
Albuquerque International Sunport Airport,35.04019928,-106.6090012,5355,Albuquerque,KABQ,ABQ
Aberdeen Regional Airport,45.44910049,-98.42179871,1302,Aberdeen,KABR,ABR
Southwest Georgia Regional Airport,31.53549957,-84.19450378,197,Albany,KABY,ABY
Antrim County Airport,44.98860168,-85.1984024,623,Bellaire,KACB,ACB
Souther Field,32.1108017,-84.18890381,468,Americus,KACJ,
Nantucket Memorial Airport,41.25310135,-70.06020355,47,Nantucket,KACK,ACK
Allen Parish Airport,30.75029945,-92.68830109,107,Oakdale,KACP,
Waseca Municipal Airport,44.07350159,-93.55290222,1126,Waseca,KACQ,
Waco Regional Airport,31.61129951,-97.23049927,516,Waco,KACT,ACT
Arcata Airport,40.97809982,-124.1090012,221,Arcata/Eureka,KACV,ACV
Atlantic City International Airport,39.45759964,-74.57720184,75,Atlantic City,KACY,ACY
Henderson Field,34.71789932,-78.00360107,39,Wallace,KACZ,
Wadena Municipal Airport,46.45029831,-95.21099854,1369,Wadena,KADC,
Lenawee County Airport,41.86769867,-84.07730103,798,Adrian,KADG,ADG
Ada Municipal Airport,34.8042984,-96.6713028,1016,Ada,KADH,ADT
Ardmore Municipal Airport,34.30301,-97.0196342,777,Ardmore,KADM,ADM
Addison Airport,32.96860123,-96.83640289,644,Dallas,KADS,ADS
Atwood-Rawlins County City Airport,39.84009933,-101.0419998,2991,Atwood,KADT,
Audubon County Airport,41.70140076,-94.92050171,1287,Audubon,KADU,
Andrews Air Force Base,38.81079865,-76.86699677,280,Camp Springs,KADW,ADW
Kake Seaplane Base,56.97299957,-133.9459991,0,Kake,KAE,KAE
Double Eagle II Airport,35.14519882,-106.7949982,5837,Albuquerque,KAEG,
Central Colorado Regional Airport,38.81420135,-106.1210022,7946,Buena Vista,KAEJ,
Albert Lea Municipal Airport,43.68149948,-93.36720276,1260,Albert Lea,KAEL,AEL
Alexandria International Airport,31.32740021,-92.54979706,89,Alexandria,KAEX,AEX
USAF Academy Airfield,38.96969986,-104.8130035,6572,Colorado Springs,KAFF,AFF
Washington County Airport,40.13650131,-80.29019928,1184,Washington,KAFJ,WSG
Nebraska City Municipal Airport,40.60689926,-95.86569977,1165,Nebraska City,KAFK,
Jaffrey Airport Silver Ranch Airport,42.80509949,-72.00299835,1040,Jaffrey,KAFN,AFN
Afton Municipal Airport,42.71120071,-110.9420013,6221,Afton,KAFO,AFO
Anson County Airport,35.02059937,-80.07710266,300,Wadesboro,KAFP,
Fort Worth Alliance Airport,32.98759842,-97.31880188,722,Fort Worth,KAFW,AFW
Allegheny County Airport,40.35440063,-79.93019867,1252,Pittsburgh,KAGC,AGC
Magnolia Municipal Airport,33.22800064,-93.21700287,319,Magnolia,KAGO,AGO
MacDill Air Force Base Auxiliary Field,27.65060043,-81.34940338,68,Avon Park,KAGR,
Augusta Regional At Bush Field,33.36989975,-81.96450043,144,Augusta,KAGS,AGS
Wagner Municipal Airport,43.06330109,-98.29620361,1475,Wagner,KAGZ,
Amedee Army Air Field,40.26620102,-120.1529999,4012,Herlong,KAHC,AHC
Amery Municipal Airport,45.28110123,-92.37539673,1088,Amery,KAHH,AHH
Athens Ben Epps Airport,33.94860077,-83.32630157,808,Athens,KAHN,AHN
Wahoo Municipal Airport,41.24129868,-96.59400177,1224,Wahoo,KAHQ,
Alliance Municipal Airport,42.05319977,-102.8040009,3931,Alliance,KAIA,AIA
Hopkins Field,38.23880005,-108.5630035,5940,Nucla,KAIB,
Anderson Municipal Darlington Field,40.10860062,-85.61299896,919,Anderson,KAID,AID
Langlade County Airport,45.15420151,-89.11070251,1521,Antigo,KAIG,
Aiken Municipal Airport,33.6493988,-81.68499756,528,Aiken,KAIK,AIK
Atlantic Municipal Airport,41.40729904,-95.04689789,1165,Atlantic,KAIO,AIO
Aitkin Municipal Steve Kurtz Field,46.54840088,-93.67680359,1205,Aitkin,KAIT,
George Downer Airport,33.10649872,-88.19779968,150,Aliceville,KAIV,AIV
Atlantic City Municipal Bader Field,39.36000061,-74.45610046,8,Atlantic City,KAIY,AIY
Lee C Fine Memorial Airport,38.09600067,-92.54949951,869,Kaiser Lake Ozark,KAIZ,AIZ
Mount Carmel Municipal Airport,38.60649872,-87.72669983,429,Mount Carmel,KAJG,
Corona Municipal Airport,33.89770126,-117.6019974,533,Corona,KAJO,
Habersham County Airport,34.49990082,-83.55670166,1448,Cornelia,KAJR,
Blake Field,38.78639984,-108.064003,5193,Delta,KAJZ,
Kar Airport,-6.2452,143.5516,4965,Kar,KAK,
Gastonia Municipal Airport,35.20259857,-81.14990234,798,Gastonia,KAKH,
Colorado Plains Regional Airport,40.17559814,-103.2220001,4714,Akron,KAKO,AKO
Wakefield Municipal Airport,36.98720169,-77.00109863,113,Wakefield,KAKQ,
Akron Fulton International Airport,41.03749847,-81.46690369,1067,Akron,KAKR,AKC
Albany International Airport,42.74829865,-73.80169678,285,Albany,KALB,ALB
Alice International Airport,27.74090004,-98.02690125,178,Alice,KALI,ALI
Alamogordo White Sands Regional Airport,32.83990097,-105.9909973,4200,Alamogordo,KALM,ALM
St Louis Regional Airport,38.89030075,-90.04599762,544,Alton/St Louis,KALN,ALN
Waterloo Regional Airport,42.55709839,-92.40029907,873,Waterloo,KALO,ALO
San Luis Valley Regional Bergman Field,37.43489838,-105.8669968,7539,Alamosa,KALS,ALS
Walla Walla Regional Airport,46.09489822,-118.288002,1194,Walla Walla,KALW,ALW
Thomas C Russell Field,32.91469955,-85.96299744,686,Alexander City,KALX,ALX
Rick Husband Amarillo International Airport,35.2193985,-101.7060013,3607,Amarillo,KAMA,AMA
Bacon County Airport,31.53610039,-82.50659943,200,Alma,KAMG,
Gratiot Community Airport,43.32210159,-84.68800354,754,Alma,KAMN,AMN
Alexander Salamon Airport,38.85150146,-83.56629944,896,West Union,KAMT,
Ames Municipal Airport,41.99200058,-93.62180328,956,Ames,KAMW,AMW
Anniston Metropolitan Airport,33.58819962,-85.85810089,612,Anniston,KANB,ANB
Anderson Regional Airport,34.49459839,-82.70939636,782,Anderson,KAND,AND
Anoka County-Blaine Arpt(Janes Field) Airport,45.14500046,-93.21140289,912,Minneapolis,KANE,
Sault Ste Marie Municipal Sanderson Field,46.47919846,-84.36840057,716,Sault Ste Marie,KANJ,
Harriet Alexander Field,38.53829956,-106.0490036,7523,Salida,KANK,
Lee Airport,38.94290161,-76.56839752,34,Annapolis,KANP,ANP
Tri State Steuben County Airport,41.63970184,-85.08350372,995,Angola,KANQ,ANQ
Ainsworth Municipal Airport,42.57920074,-99.99299622,2589,Ainsworth,KANW,ANW
Anthony Municipal Airport,37.15850067,-98.07959747,1340,Anthony,KANY,ANY
Arco Butte County Airport,43.60350037,-113.3339996,5332,Arco,KAOC,
Lima Allen County Airport,40.70690155,-84.02670288,975,Lima,KAOH,AOH
Altoona Blair County Airport,40.29639816,-78.31999969,1503,Altoona,KAOO,AOO
Ava Bill Martin Memorial Airport,36.97190094,-92.68190002,1311,Ava,KAOV,
Centennial Airport,39.57009888,-104.848999,5885,Denver,KAPA,APA
Napa County Airport,38.21319962,-122.2809982,35,Napa,KAPC,APC
Naples Municipal Airport,26.15259933,-81.77529907,8,Naples,KAPF,APF
Phillips Army Air Field,39.46620178,-76.16880035,57,Aberdeen Proving Grounds(Aberdeen),KAPG,APG
A P Hill Aaf (Fort A P Hill) Airport,38.06890106,-77.31829834,220,Fort A. P. Hill,KAPH,APH
Alpena County Regional Airport,45.0780983,-83.56030273,690,Alpena,KAPN,APN
Marion County Brown Field,35.06069946,-85.58529663,641,Jasper,KAPT,APT
Apple Valley Airport,34.57529831,-117.185997,3062,Apple Valley,KAPV,APV
Zapata County Airport,26.96879959,-99.24890137,422,Zapata,KAPY,
Kamulai Airport,-8.150694444,146.834,5800,Kamulai Mission,AYKH,KAQ
Llano Municipal Airport,30.78370094,-98.66200256,1102,Llano,KAQO,
Appleton Municipal Airport,45.22750092,-96.00430298,1020,Appleton,KAQP,
Atoka Municipal Airport,34.39830017,-96.14810181,590,Atoka,KAQR,
Harriman and West Airport,42.69589996,-73.17040253,654,North Adams,KAQW,
Acadiana Regional Airport,30.03779984,-91.8839035,24,New Iberia,KARA,ARA
Ann Arbor Municipal Airport,42.22299957,-83.74559784,839,Ann Arbor,KARB,ARB
Walnut Ridge Regional Airport,36.1246667,-90.9251111,279,Walnut Ridge,KARG,ARG
Wharton Regional Airport,29.25429916,-96.15440369,100,Wharton,KARM,WHT
Aurora Municipal Airport,41.77190018,-88.47570038,712,Chicago/Aurora,KARR,AUZ
Watertown International Airport,43.9919014,-76.021698,325,Watertown,KART,ART
Lakeland-Noble F. Lee Memorial field,45.92789841,-89.73090363,1629,Minocqua-Woodruff,KARV,ARV
Beaufort County Airport,32.41220093,-80.63439941,10,Beaufort,KARW,BFT
Slidell Airport,30.3451004,-89.82080078,29,Slidell,KASD,
Aspen-Pitkin Co/Sardy Field,39.22320175,-106.8690033,7820,Aspen,KASE,ASE
Springdale Municipal Airport,36.17639923,-94.11930084,1353,Springdale,KASG,SPZ
Boire Field,42.78170013,-71.51480103,199,Nashua,KASH,ASH
Tri County Airport,36.29750061,-77.17089844,68,Ahoskie,KASJ,
Harrison County Airport,32.52050018,-94.30780029,357,Marshall,KASL,ASL
Talladega Municipal Airport,33.56990051,-86.05090332,529,Talladega,KASN,ASN
Astoria Regional Airport,46.15800095,-123.8789978,15,Astoria,KAST,AST
Warsaw Municipal Airport,41.27470016,-85.84010315,850,Warsaw,KASW,
John F Kennedy Memorial Airport,46.54850006,-90.91899872,827,Ashland,KASX,ASX
Ashley Municipal Airport,46.02389908,-99.3526001,2032,Ashley,KASY,ASY
Hall Miller Municipal Airport,33.10179901,-94.19529724,280,Atlanta,KATA,
Hartsfield Jackson Atlanta International Airport,33.63669968,-84.42810059,1026,Atlanta,KATL,ATL
Artesia Municipal Airport,32.85250092,-104.4680023,3541,Artesia,KATS,ATS
Outagamie County Regional Airport,44.2580986,-88.51909637,918,Appleton,KATW,ATW
Watertown Regional Airport,44.91400146,-97.15470123,1749,Watertown,KATY,ATY
Augusta State Airport,44.3205986,-69.79730225,352,Augusta,KAUG,AUG
Aurora Municipal Al Potter Field,40.89410019,-97.99459839,1803,Aurora,KAUH,
Austin Municipal Airport,43.66500092,-92.93340302,1234,Austin,KAUM,AUM
Auburn Municipal Airport,38.95479965,-121.0820007,1539,Auburn,KAUN,AUN
Auburn Opelika Robert G. Pitts Airport,32.61510086,-85.43399811,777,Auburn,KAUO,AUO
Austin Bergstrom International Airport,30.19449997,-97.66989899,542,Austin,KAUS,AUS
Wausau Downtown Airport,44.92620087,-89.62660217,1201,Wausau,KAUW,AUW
Mecklenburg Brunswick Regional Airport,36.68830109,-78.05449677,441,South Hill,KAVC,
Alva Regional Airport,36.77320099,-98.66989899,1474,Alva,KAVK,
Asheville Regional Airport,35.43619919,-82.54180145,2165,Asheville,KAVL,AVL
Avon Park Executive Airport,27.59119987,-81.52780151,160,Avon Park,KAVO,AVO
Wilkes Barre Scranton International Airport,41.33850098,-75.7233963,962,Wilkes-Barre/Scranton,KAVP,AVP
Marana Regional Airport,32.4095993,-111.2180023,2031,Tucson,KAVQ,AVW
Catalina Airport,33.4048996,-118.4160004,1602,Avalon,KAVX,CIB
Washington Municipal Airport,41.27610016,-91.67340088,754,Washington,KAWG,
West Memphis Municipal Airport,35.13510132,-90.23439789,212,West Memphis,KAWM,AWM
Arlington Municipal Airport,48.16070175,-122.1589966,142,Arlington,KAWO,
Algona Municipal Airport,43.07789993,-94.27200317,1219,Algona,KAXA,AXG
Houston Southwest Airport,29.5060997,-95.47689819,68,Houston,KAXH,
Chandler Field,45.86629868,-95.3946991,1425,Alexandria,KAXN,AXN
Clarion County Airport,41.22579956,-79.44100189,1458,Clarion,KAXQ,
Altus Quartz Mountain Regional Airport,34.69639969,-99.34030151,1433,Altus,KAXS,AXS
Neil Armstrong Airport,40.49340057,-84.29889679,913,Wapakoneta,KAXV,AXV
Angel Fire Airport,36.42200089,-105.2900009,8380,Angel Fire,KAXX,AXX
Ft Devens Moore Army Air Field,42.56999969,-71.60279846,269,,KAYE,AYE
Waycross Ware County Airport,31.24909973,-82.39550018,142,Waycross,KAYS,AYS
Arnold Air Force Base,35.39260101,-86.08580017,1067,Tullahoma,KAYX,
Colorado City Municipal Airport,36.9598999,-113.0139999,4874,Colorado City,KAZC,
Hazlehurst Airport,31.88470078,-82.6473999,255,Hazlehurst,KAZE,
Kalamazoo Battle Creek International Airport,42.23490143,-85.55210114,874,Kalamazoo,KAZO,AZO
Whitfords Airport,43.08029938,-76.53839874,400,Weedsport,KB16,
Biddeford Municipal Airport,43.46409988,-70.47239685,157,Biddeford,KB19,
Sugarloaf Regional Airport,45.08620071,-70.21620178,885,Carrabassett,KB21,
Beale Air Force Base,39.13610077,-121.4369965,113,Marysville,KBAB,BAB
Barksdale Air Force Base,32.50180054,-93.66269684,166,Bossier City,KBAD,BAD
Barnes Municipal Airport,42.15779877,-72.71559906,271,Westfield/Springfield,KBAF,BAF
Columbus Municipal Airport,39.26190186,-85.89630127,656,Columbus,KBAK,CLU
Battle Mountain Airport,40.59899902,-116.8740005,4532,Battle Mountain,KBAM,BAM
Huron County Memorial Airport,43.78020096,-82.98539734,763,Bad Axe,KBAX,
New Braunfels Municipal Airport,29.7045002,-98.04219818,651,New Braunfels,KBAZ,
Benson Municipal Airport,45.33190155,-95.65059662,1039,Benson,KBBB,BBB
Curtis Field,31.17930031,-99.32389832,1827,Brady,KBBD,BBD
Marlboro County Jetport H.E. Avent Field,34.62170029,-79.73439789,147,Bennettsville,KBBP,BTN
Broken Bow Municipal Airport,41.43650055,-99.64219666,2547,Broken Bow,KBBW,BBW
Virginia Tech Montgomery Executive Airport,37.20759964,-80.40779877,2132,Blacksburg,KBCB,BCB
Bryce Canyon Airport,37.70640183,-112.1449966,7590,Bryce Canyon,KBCE,BCE
Black River Falls Area Airport,44.2507019,-90.8553009,836,Black River Falls,KBCK,
Boca Raton Airport,26.37849998,-80.10769653,13,Boca Raton,KBCT,BCT
Baudette International Airport,48.72840118,-94.61219788,1086,Baudette,KBDE,BDE
Blanding Municipal Airport,37.58330154,-109.4830017,5868,Blanding,KBDG,BDG
Boulder Junction Payzer Airport,46.13740158,-89.64600372,1666,Boulder Junction,KBDJ,
Bradley International Airport,41.93889999,-72.68319702,173,Hartford,KBDL,BDL
Bend Municipal Airport,44.09479904,-121.2009964,3460,Bend,KBDN,
Morrilton Municipal Airport,35.13619995,-92.71350098,321,Morrilton,KBDQ,
Igor I Sikorsky Memorial Airport,41.16350174,-73.12619781,9,Bridgeport,KBDR,BDR
Boulder Municipal Airport,40.03939819,-105.2259979,5288,Boulder,KBDU,WBU
Broadus Airport,45.43330002,-105.4169998,3031,,KBDX,
Bell Island Hot Springs Seaplane Base,55.92910004,-131.5720062,,Bell Island,KBE,KBE
Beeville Municipal Airport,28.36190033,-97.79100037,268,Beeville,KBEA,
Beech Factory Airport,37.69449997,-97.21499634,1408,Wichita,KBEC,BEC
Laurence G Hanscom Field,42.47000122,-71.28900146,133,Bedford,KBED,BED
Southwest Michigan Regional Airport,42.12860107,-86.42849731,643,Benton Harbor,KBEH,BEH
Boyne Mountain Airport,45.16579819,-84.92410278,719,Boyne Falls,KBFA,
Bradford Regional Airport,41.80310059,-78.64009857,2143,Bradford,KBFD,BFD
Terry County Airport,33.17309952,-102.1930008,3264,Brownfield,KBFE,
Western Neb. Rgnl/William B. Heilig Airport,41.87400055,-103.5960007,3967,Scottsbluff,KBFF,BFF
Boeing Field King County International Airport,47.52999878,-122.302002,21,Seattle,KBFI,BFI
Buffalo Municipal Airport,36.86330032,-99.61869812,1822,Buffalo,KBFK,
Meadows Field,35.43360138,-119.0569992,510,Bakersfield,KBFL,BFL
Mobile Downtown Airport,30.62680054,-88.06809998,26,Mobile,KBFM,BFM
Virgil I Grissom Municipal Airport,38.84000015,-86.44539642,727,Bedford,KBFR,BFR
Silver Bay Municipal Airport,47.24900055,-91.41560364,1089,Silver Bay,KBFW,
Hutchinson County Airport,35.70090103,-101.3939972,3055,Borger,KBGD,BGD
Decatur County Industrial Air Park,30.9715004,-84.63739777,141,Bainbridge,KBGE,BGE
Winchester Municipal Airport,35.17750168,-86.06620026,979,Winchester,KBGF,
Greater Binghamton/Edwin A Link field,42.20869827,-75.97979736,1636,Binghamton,KBGM,BGM
Bangor International Airport,44.80739975,-68.82810211,192,Bangor,KBGR,BGR
Hancock County-Bar Harbor Airport,44.45000076,-68.3615036,83,Bar Harbor,KBHB,BHB
Baxley Municipal Airport,31.71380043,-82.39379883,201,Baxley,KBHC,
Baker Municipal Airport,46.34759903,-104.2590027,2975,Baker,KBHK,
Birmingham-Shuttlesworth International Airport,33.56290054,-86.75350189,650,Birmingham,KBHM,BHM
Block Island State Airport,41.16809845,-71.57779694,108,Block Island,KBID,BID
Beatrice Municipal Airport,40.30130005,-96.75409698,1324,Beatrice,KBIE,BIE
Biggs Army Air Field (Fort Bliss),31.84950066,-106.3799973,3946,Fort Bliss/El Paso,KBIF,BIF
Eastern Sierra Regional Airport,37.37310028,-118.3639984,4124,Bishop,KBIH,BIH
Early County Airport,31.39749908,-84.89479828,214,Blakely,KBIJ,
Billings Logan International Airport,45.80770111,-108.5429993,3652,Billings,KBIL,BIL
Bismarck Municipal Airport,46.77270126,-100.7460022,1661,Bismarck,KBIS,BIS
Tulip City Airport,42.74290085,-86.10739899,698,Holland,KBIV,
Keesler Air Force Base,30.41040039,-88.92440033,33,Biloxi,KBIX,BIX
Rocky Mountain Metropolitan Airport,39.90879822,-105.1169968,5673,Denver,KBJC,BJC
Bemidji Regional Airport,47.50939941,-94.93370056,1391,Bemidji,KBJI,BJI
Wayne County Airport,40.87480164,-81.88829803,1136,Wooster,KBJJ,BJJ
Stephens County Airport,32.71900177,-98.89099884,1284,Breckenridge,KBKD,BKD
Baker City Municipal Airport,44.83729935,-117.8089981,3373,Baker City,KBKE,BKE
Buckley Air Force Base,39.7016983,-104.7519989,5662,Aurora,KBKF,BFK
Burke Lakefront Airport,41.51750183,-81.6832962,583,Cleveland,KBKL,BKL
Blackwell Tonkawa Municipal Airport,36.74509811,-97.34960175,1030,Blackwell,KBKN,
Brooks County Airport,27.20680046,-98.12120056,113,Falfurrias,KBKS,
Allen C Perkinson Blackstone Army Air Field,37.07419968,-77.95749664,439,Blackstone,KBKT,BKT
Hernando County Airport,28.47360039,-82.45539856,76,Brooksville,KBKV,
Raleigh County Memorial Airport,37.78730011,-81.12419891,2504,Beckley,KBKW,BKW
Brookings Regional Airport,44.30479813,-96.81690216,1648,Brookings,KBKX,BKX
Mercer County Airport,37.29579926,-81.20770264,2857,Bluefield,KBLF,BLF
Blythe Airport,33.61920166,-114.7170029,399,Blythe,KBLH,BLH
Bellingham International Airport,48.7928009,-122.538002,170,Bellingham,KBLI,BLI
Monmouth Executive Airport,40.18690109,-74.12490082,153,Belmar/Farmingdale,KBLM,BLM
Blue Canyon Nyack Airport,39.27500153,-120.7099991,5284,Emigrant Gap,KBLU,BLU
Scott AFB/Midamerica Airport,38.54520035,-89.83519745,459,Belleville,KBLV,BLV
Kabwum,-6.155472222,147.1914722,4450,,AYKB,KBM
Brigham City Airport,41.55239868,-112.0619965,4229,Brigham City,KBMC,BMC
Monroe County Airport,39.14599991,-86.61669922,846,Bloomington,KBMG,BMG
Central Illinois Regional Airport at Bloomington-Normal,40.47710037,-88.91590118,871,Bloomington/Normal,KBMI,BMI
Berlin Regional Airport,44.57540131,-71.17590332,1161,Berlin,KBML,BML
Burnet Municipal Kate Craddock Field,30.73889923,-98.23860168,1284,Burnet,KBMQ,
Beaumont Municipal Airport,30.07069969,-94.21579742,32,Beaumont,KBMT,BMT
Nashville International Airport,36.12450027,-86.67819977,599,Nashville,KBNA,BNA
Banning Municipal Airport,33.92309952,-116.8509979,2219,Banning,KBNG,BNG
Barnwell Regional Airport,33.25780106,-81.38829803,246,Barnwell,KBNL,BNL
Burns Municipal Airport,43.59189987,-118.9550018,4148,Burns,KBNO,BNO
Boone Municipal Airport,42.04959869,-93.84760284,1160,Boone,KBNW,BNW
Boise Air Terminal/Gowen field,43.56439972,-116.2229996,2871,Boise,KBOI,BOI
General Edward Lawrence Logan International Airport,42.36429977,-71.00520325,20,Boston,KBOS,BOS
Bartow Municipal Airport,27.94339943,-81.78340149,125,Bartow,KBOW,BOW
Big Spring Mc Mahon-Wrinkle Airport,32.21260071,-101.5220032,2573,Big Spring,KBPG,BGS
Miley Memorial Field,42.58509827,-110.1110001,6990,Big Piney,KBPI,BPI
Ozark Regional Airport,36.3689003,-92.47049713,928,Mountain Home,KBPK,WMH
Bowman Municipal Airport,46.18700027,-103.4280014,2958,Bowman,KBPP,BWM
Southeast Texas Regional Airport,29.95079994,-94.02069855,15,Beaumont/Port Arthur,KBPT,BPT
Brunswick Golden Isles Airport,31.25880051,-81.46649933,26,Brunswick,KBQK,BQK
Morehouse Memorial Airport,32.75510025,-91.88189697,168,Bastrop,KBQP,
Buffalo Lancaster Regional Airport,42.92229843,-78.61229706,750,Lancaster,KBQR,
Brainerd Lakes Regional Airport,46.39830017,-94.13809967,1232,Brainerd,KBRD,BRD
Southeast Iowa Regional Airport,40.78319931,-91.12550354,698,Burlington,KBRL,BRL
Brownsville South Padre Island International Airport,25.90679932,-97.42590332,22,Brownsville,KBRO,BRO
Samuels Field,37.81430054,-85.49960327,669,Bardstown,KBRY,BRY
Belfast Municipal Airport,44.40940094,-69.01190186,198,Belfast,KBST,
Blair Municipal Airport,41.41809845,-96.11360168,1325,Blair,KBTA,
Skypark Airport,40.86940002,-111.927002,4234,Bountiful,KBTF,BTF
W K Kellogg Airport,42.30730057,-85.25150299,952,Battle Creek,KBTL,BTL
Bert Mooney Airport,45.95479965,-112.4970016,5550,Butte,KBTM,BTM
Britton Municipal Airport,45.81520081,-97.74310303,1318,Britton,KBTN,
Butler County-K W Scholter Field,40.77690125,-79.9496994,1248,Butler,KBTP,BTP
"Baton Rouge Metropolitan, Ryan Field",30.53319931,-91.14959717,70,Baton Rouge,KBTR,BTR
Burlington International Airport,44.47190094,-73.15329742,335,Burlington,KBTV,BTV
Beatty Airport,36.86109924,-116.7870026,3170,Beatty,KBTY,BTY
Cram Field,41.77669907,-99.14969635,2182,Burwell,KBUB,BUB
Buffalo Niagara International Airport,42.94049835,-78.73220062,728,Buffalo,KBUF,BUF
Butler Memorial Airport,38.28979874,-94.34010315,892,Butler,KBUM,BUM
Bob Hope Airport,34.20069885,-118.3590012,778,Burbank,KBUR,BUR
Burlington Municipal Airport,42.69070053,-88.30460358,779,Burlington,KBUU,
Burlington Alamance Regional Airport,36.04850006,-79.47489929,617,Burlington,KBUY,
Beaver County Airport,40.77249908,-80.3914032,1253,Beaver Falls,KBVI,BFP
Albion Municipal Airport,41.72859955,-98.05580139,1806,Albion,KBVN,
Bartlesville Municipal Airport,36.76250076,-96.01119995,711,Bartlesville,KBVO,BVO
Skagit Regional Airport,48.47090149,-122.4209976,144,Burlington/Mount Vernon,KBVS,
Batesville Regional Airport,35.7262001,-91.64730072,465,Batesville,KBVX,BVX
Beverly Municipal Airport,42.58420181,-70.91649628,107,Beverly,KBVY,BVY
Brawley Municipal Airport,32.99290085,-115.5169983,-128,Brawley,KBWC,BWC
Brownwood Regional Airport,31.79360008,-98.95649719,1387,Brownwood,KBWD,BWD
